video_id,description,creation_time,duration,author_id,username,nickname,music_id,song_title,music_author_name,diggs,shares,comments,plays
6854983703467248902,Link in bio to shop! #AD #MyPoshCloset @poshmark #fashion #style #tiktokfashion #howto,1596050270,26,6755939935561778181,naomiboyer,Naomi Boyer,6854983717450976005,original sound,Naomi Boyer,13400,208,100,359200
6854651116320328965,Elevated Loungewear Outfit Ideas #loungewear #wfh #tiktokfashion #fashion #style #howto,1595972834,27,6755939935561778181,naomiboyer,Naomi Boyer,6854651119424129797,original sound,Naomi Boyer,208800,2643,330,2900000
6854290493816229126,Summer Slides #fashion #style #tiktokfashion #summerstyle #summershoes @dior @ysl,1595888870,12,6755939935561778181,naomiboyer,Naomi Boyer,6827517892439968517,Do It,Chloe x Halle,16200,365,37,532200
6853174827352608006,3 Easy Ways To Look Instantly More Stylish #fashion #style #tiktokfashion #howto #fashionhacks,1595629109,22,6755939935561778181,naomiboyer,Naomi Boyer,6853174831224081157,original sound,Naomi Boyer,19600,237,97,365300
6852008079601552645,Link in bio to shop #fashion #style #howto #tiktokfashion #summerdresses @boohoo #summerstyle,1595357453,15,6755939935561778181,naomiboyer,Naomi Boyer,6842582526297393154,How You Like That,BLACKPINK,17800,323,97,450600
6850250370866810117,Click the link in bio to shop! #fashion #style #howto #tiktokfashion #denimshorts #summerstyle,1594948206,32,6755939935561778181,naomiboyer,Naomi Boyer,6850250345655405317,original sound,Naomi Boyer,43500,832,157,579600
6849809275804536069,Click the link in my bio to shop! @revolve #fashion #style #tiktokfashion #howto #summerstyle #summerdresses,1594845505,14,6755939935561778181,naomiboyer,Naomi Boyer,6712899612438465286,Coño (feat. Jhorrmountain x Adje),Puri,19400,408,125,536000
6849066562649935109,Text NAOMI2 to 797979 for links AD @missguided #babesofmissguided #MagicLinks #fashion #style #tiktokfashion #summerdresses,1594672578,14,6755939935561778181,naomiboyer,Naomi Boyer,6589416031091952389,CountDown,T.M.T,32200,550,138,745300
6847247490522139910,3 Ways To Style White Jeans #fashion #style #tiktokfashion #howto #whitejeans #summerstyle #summerfashion,1594249042,24,6755939935561778181,naomiboyer,Naomi Boyer,6847247460113451782,original sound,Naomi Boyer,97500,1471,234,1400000
6845289505117801734,Full video with links on my YouTube channel. #fashion #style #tiktokfashion #howto #wfh #loungewear #leggings,1593793164,24,6755939935561778181,naomiboyer,Naomi Boyer,6845289486583106309,original sound,Naomi Boyer,2400000,55300,5183,22100000
6844579724916772101,3 Dreamy Summer Dresses From @houseofcbofficial #fashion #style #tiktokfashion #summerstyle #dresses,1593627905,15,6755939935561778181,naomiboyer,Naomi Boyer,222501275937034240,Obsessed,Mariah Carey,26000,741,173,638700
6842063805086764294,How to Look Cute at the Beach or Pool #fashion #style #tiktokfashion #fashionhacks #howto #summerstyle @asos @dior @437tiktok @miranda_frye_official,1593042123,15,6755939935561778181,naomiboyer,Naomi Boyer,6769291961120589825,Watermelon Sugar,Harry Styles,27600,457,79,548000
6839826484803226885,3 Ways To Look Cute In The Heat #fashion #style #tiktokfashion #howto #fashionhacks #summerstyle,1592521206,21,6755939935561778181,naomiboyer,Naomi Boyer,6839826454314830598,original sound,Naomi Boyer,43100,665,149,734500
6838700734947577093,3 Ways To Look Slimmer (Pt. 2) #howto #tiktokfashion #style #fashion #fashionhacks,1592259097,23,6755939935561778181,naomiboyer,Naomi Boyer,6838700716912118534,original sound,Naomi Boyer,50500,922,238,1100000
6837212684388207878,7 Affordable Bikinis You Need #fashion #bikini #tiktokfashion #swimsuit #summerfashion,1591912632,10,6755939935561778181,naomiboyer,Naomi Boyer,6742226951269894918,A WEEK,esterrr,12800,398,58,537300
6832338255183105285,Full video with links on my YouTube channel (link in bio) #fashion #style #tiktokfashion #boohoo @boohoo #summerstyle #budgetfashion,1590777714,22,6755939935561778181,naomiboyer,Naomi Boyer,6832338244554722053,original sound,Naomi Boyer,31800,996,167,758900
6831970061436161285,3 Things You Need From Zara Right Now #fashion #style #tiktokfashion #zara #summer2020,1590691987,14,6755939935561778181,naomiboyer,Naomi Boyer,6769291961120589825,Watermelon Sugar,Harry Styles,119200,4773,425,2100000
6830906543517469958,5 Bodysuits Every Girl Needs In Her Closet #musthaves #fashion #style #tiktokfashion #bodysuit,1590444368,21,6755939935561778181,naomiboyer,Naomi Boyer,6830906498315455238,original sound,Naomi Boyer,22300,769,144,608000
